,Modelo,Ano,Cor, Combustível,KM,Preco,Link,Vendedor,Cidade
106,SpaceFox Trend 1.6,12/12,Prata,Flex,105.000 Km,"R$ 28.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/spacefox-trend-1-6/12-12/1087052,Nill Car,"Rua 26 de Agosto, 1580 - Amambaí - Campo Grande / MS"
107,Uno Vivace 1.0 4p.,14/14,Branca,Flex,97.500 Km,"R$ 28.900,00",https://www.shopcar.com.br/veiculos/fiat/uno-vivace-1-0-4p/14-14/1088091,Rota Autos e Negócios,"Rua Paracatu, 700 - Silvia Regina - Campo Grande / MS"
108,Voyage Comfortline 1.6,09/10,Prata,Flex,140.000 Km,"R$ 28.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/voyage-comfortline-1-6/09-10/1083388,Bruno Henrique Da Roza Bandeira,Campo Grande - MS
109,Linea Essence 1.8 16v Dualogic A/T,12/13,Preta,Flex,113.373 Km,"R$ 28.990,00",https://www.shopcar.com.br/veiculos/fiat/linea-essence-1-8-16v-dualogic/12-13/1085299,Pelegrinelli Veículos,"Av. Rachid Neder, 696 - Monte Castelo - Campo Grande / MS"
110,March S 1.6 16v,12/13,Grafite,Flex,57.000 Km,"R$ 29.000,00",https://www.shopcar.com.br/veiculos/nissan/march-s-1-6-16v/12-13/1088911,Ayslan Bernal,Campo Grande - MS
111,Soul 1.6 16v,10/10,Preta,Gasolina,121.000 Km,"R$ 29.500,00",https://www.shopcar.com.br/veiculos/kia/soul-1-6-16v/10-10/1089188,Rodrigo de Araujo Almeida,Campo Grande - MS
112,Uno Vivace 1.0 4p.,14/15,Prata,Flex,89.000 Km,"R$ 29.800,00",https://www.shopcar.com.br/veiculos/fiat/uno-vivace-1-0-4p/14-15/1085652,Marreco Veículos,"Rua Amazonas, 1237 - Centro - Campo Grande / MS"
113,March S 1.0 16v,13/14,Preta,Flex,92.000 Km,"R$ 29.900,00",https://www.shopcar.com.br/veiculos/nissan/march-s-1-0-16v/13-14/1087887,All Anser Miranda,Campo Grande - MS
114,Strada 1.4 Fire C.S.,12/12,Branca,Flex,154.000 Km,"R$ 29.900,00",https://www.shopcar.com.br/veiculos/fiat/strada-1-4-fire-c-s/12-12/1077847,Rodrigo Carpes da Silva,Dourados - MS
115,i30 GLS 2.0 16v CW,10/11,Preta,Gasolina,159.380 Km,"R$ 29.990,00",https://www.shopcar.com.br/veiculos/hyundai/i30-gls-2-0-16v-cw/10-11/1070489,Pelegrinelli Veículos,"Av. Rachid Neder, 696 - Monte Castelo - Campo Grande / MS"
116,Strada 1.4 Fire C.S.,10/11,Branca,Flex,110.000 Km,"R$ 29.990,00",https://www.shopcar.com.br/veiculos/fiat/strada-1-4-fire-c-s/10-11/1087805,Sua Oferta Veículos,"Rua Alegrete, 1203 - Coronel Antonino - Campo Grande / MS"
117,Palio 1.0 Fire 4p.,15/15,Branca,Flex,72.708 Km,"R$ 30.000,00",https://www.shopcar.com.br/veiculos/fiat/palio-1-0-fire-4p/15-15/1064132,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS"
118,Voyage Comfortline 1.6,09/10,Preta,Flex,105.080 Km,"R$ 30.800,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/voyage-comfortline-1-6/09-10/1090108,Diego Dutra Primo,Miranda - MS
119,Palio Way Celebration 1.0 4p.,14/15,Branca,Flex,78.000 Km,"R$ 30.900,00",https://www.shopcar.com.br/veiculos/fiat/palio-way-celebration-1-0-4p/14-15/1087512,Quality Car,"Av. Ernesto Geisel, 4005 - Centro - Campo Grande / MS"
120,Palio Way Celebration 1.0 4p.,15/16,Cinza,Flex,73.150 Km,"R$ 31.500,00",https://www.shopcar.com.br/veiculos/fiat/palio-way-celebration-1-0-4p/15-16/1083800,Automóbile Multimarcas,"Av. Ricardo Brandão, 646 - Itanhangá Park - Campo Grande / MS"
121,C3 Hatch Tendance 1.5,14/15,Prata,Flex,119.500 Km,"R$ 31.900,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-tendance-1-5/14-15/1087336,BMZ Negócios,"Rua Antônio Viêira, 429 - Bela Vista - Campo Grande / MS"
122,EcoSport XLT Freestyle 1.6,10/11,Preta,Flex,126.000 Km,"R$ 31.900,00",https://www.shopcar.com.br/veiculos/ford/ecosport-xlt-freestyle-1-6/10-11/1073147,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS"
123,Etios Hatch X 1.3 16v,13/13,Branca,Flex,89.500 Km,"R$ 31.900,00",https://www.shopcar.com.br/veiculos/toyota/etios-hatch-x-1-3-16v/13-13/1090458,Thiago Gimenes ,Campo Grande - MS
124,S10 Std. 2.4 C.S.,03/04,Branca,Gasolina,Não disponível,"R$ 31.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-std-2-4-c-s/03-04/1077871,Seicar Veículos,"Av. Bandeirantes, 2878 - Nova Bandeirantes - Campo Grande / MS"
125,AirCross GLX 1.6 16v,13/14,Preta,Flex,96.939 Km,"R$ 31.990,00",https://www.shopcar.com.br/veiculos/citro-n/aircross-glx-1-6-16v/13-14/1058453,Teca Automóveis,"Rua 13 de Maio, 3843 - Centro - Campo Grande / MS"
126,Palio Weekend Adventure 1.8 16v,11/11,Prata,Flex,157.000 Km,"R$ 32.000,00",https://www.shopcar.com.br/veiculos/fiat/palio-weekend-adventure-1-8-16v/11-11/1084198,Altair Paes Filho,Campo Grande - MS
127,C3 Hatch Tendance 1.5,12/13,Azul,Flex,101.600 Km,"R$ 32.500,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-tendance-1-5/12-13/1077997,Duarte Automóveis,"Rua Dr. Paulo Machado, 383 - Jardim dos Estados - Campo Grande / MS"
128,Focus Sedan GLX 2.0 16v A/T,11/12,Prata,Flex,120.000 Km,"R$ 32.500,00",https://www.shopcar.com.br/veiculos/ford/focus-sedan-glx-2-0-16v/11-12/1090484,Silvano Guimaraes da Rocha,Dourados - MS
129,Uno Economy 1.4 4p.,12/13,Prata,Flex,47.000 Km,"R$ 32.800,00",https://www.shopcar.com.br/veiculos/fiat/uno-economy-1-4-4p/12-13/1078329,Speed Veículos,"Rua Brilhante, 2334 - Centro - Campo Grande / MS"
130,Civic LXS 1.8 16v,10/10,Prata,Flex,118.497 Km,"R$ 32.900,00",https://www.shopcar.com.br/veiculos/honda/civic-lxs-1-8-16v/10-10/1088743,Pizino Motors,"Joaquim Murtinho, 1621 - Itanhangá - Campo Grande / MS"
131,Gol 1.6 4p.,12/13,Preta,Flex,108.600 Km,"R$ 32.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-6-4p/12-13/1088793,Mclaren Automóveis,"Av. Bandeirantes, 1246 - Vila Bandeirante - Campo Grande / MS"
132,Palio Attractive 1.0 4p.,14/15,Branca,Flex,78.000 Km,"R$ 32.900,00",https://www.shopcar.com.br/veiculos/fiat/palio-attractive-1-0-4p/14-15/1088221,Quality Car,"Av. Ernesto Geisel, 4005 - Centro - Campo Grande / MS"
133,Voyage Trend 1.0,13/14,Branca,Flex,Não disponível,"R$ 32.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/voyage-trend-1-0/13-14/1082419,Seicar Veículos,"Av. Bandeirantes, 2878 - Nova Bandeirantes - Campo Grande / MS"
134,D10 3.9D,84/84,Azul,Diesel,Não disponível,"R$ 32.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/d10-3-9d/84-84/1083600,Pelegrinelli Veículos,"Av. Rachid Neder, 696 - Monte Castelo - Campo Grande / MS"
135,C3 Hatch Tendance 1.5,12/13,Branca,Flex,52.000 Km,"R$ 33.000,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-tendance-1-5/12-13/1089360,Renilda Cordoba ,Campo Grande - MS
136,Gol 1.0 4p.,15/15,Branca,Flex,85.000 Km,"R$ 33.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-4p/15-15/1090508,Pizino Motors,"Joaquim Murtinho, 1621 - Itanhangá - Campo Grande / MS"
137,Palio Attractive 1.4 4p.,12/13,Prata,Flex,83.000 Km,"R$ 33.000,00",https://www.shopcar.com.br/veiculos/fiat/palio-attractive-1-4-4p/12-13/1088922,Marcos Caetano da Silva,Campo Grande - MS
138,Palio Essence 1.6 16v 4p.,14/15,Vermelha,Flex,Não disponível,"R$ 33.000,00",https://www.shopcar.com.br/veiculos/fiat/palio-essence-1-6-16v-4p/14-15/1052568,Águia Veículos,"Av. Bandeirantes, 1333 - Taquarussu - Campo Grande / MS"
139,C3 Hatch Tendance 1.5,12/13,Branca,Flex,Não disponível,"R$ 33.200,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-tendance-1-5/12-13/1076246,67 Veículos e Negócios,"Rua Diogo Bernardes, 21 - Vila Polonês - Campo Grande / MS"
140,EcoSport XLT Freestyle 1.6,12/12,Preta,Flex,115.000 Km,"R$ 33.500,00",https://www.shopcar.com.br/veiculos/ford/ecosport-xlt-freestyle-1-6/12-12/1088756,Alan Freitas,Campo Grande - MS
141,Fox Trendline 1.0 4p.,14/15,Preta,Flex,90.000 Km,"R$ 33.500,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/fox-trendline-1-0-4p/14-15/1068378,Alan Freitas,Campo Grande - MS
142,Polo Sedan 1.6 I-Motion A/T,12/13,Prata,Flex,116.143 Km,"R$ 33.500,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/polo-sedan-1-6-i-motion/12-13/1087105,Daniely Gonella Amorim,Campo Grande - MS
143,Ranger XLT 2.5TD 4X4 C.D.,01/01,Verde,Diesel,300.000 Km,"R$ 33.900,00",https://www.shopcar.com.br/veiculos/ford/ranger-xlt-2-5td-4x4-c-d/01-01/1088941,Thiago Antônio Teixeira,Campo Grande - MS
144,Gol Trend 1.0 4p.,14/15,Branca,Flex,132.000 Km,"R$ 33.990,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-trend-1-0-4p/14-15/1084549,New Car Multimarcas,"Rua do Rosário, 259 - Vila Gomes - Campo Grande / MS"
145,Gol Special 1.0 4p.,15/16,Branca,Flex,81.000 Km,"R$ 34.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-special-1-0-4p/15-16/1089557,José Eduardo Cescato Theodoro Filho,Campo Grande - MS
146,Malibu LTZ 2.4 16v A/T,11/11,Prata,Gasolina,103.000 Km,"R$ 34.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/malibu-ltz-2-4-16v/11-11/1088905,João Victor Gidaile,Campo Grande - MS
147,Palio 1.0 Fire 4p.,15/16,Branca,Flex,39.000 Km,"R$ 34.000,00",https://www.shopcar.com.br/veiculos/fiat/palio-1-0-fire-4p/15-16/1088985,Duarte Automóveis,"Rua Dr. Paulo Machado, 383 - Jardim dos Estados - Campo Grande / MS"
148,i30 GLS 2.0 16v A/T,09/10,Preta,Gasolina,96.000 Km,"R$ 34.500,00",https://www.shopcar.com.br/veiculos/hyundai/i30-gls-2-0-16v/09-10/1084033,Giacomo Henrique Kovalski,Nova Andradina - MS
149,Voyage Trend 1.0,13/14,Prata,Flex,78.000 Km,"R$ 34.800,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/voyage-trend-1-0/13-14/1083212,Speed Veículos,"Rua Brilhante, 2334 - Centro - Campo Grande / MS"
150,C4 Hatch Exclusive 2.0 16v A/T,13/14,Preta,Flex,59.000 Km,"R$ 34.900,00",https://www.shopcar.com.br/veiculos/citro-n/c4-hatch-exclusive-2-0-16v/13-14/1077329,Bandi Car Veículos,"Av. Bandeirantes, 1878 - Taquarussu - Campo Grande / MS"
151,CrossFox 1.6,10/11,Preta,Flex,Não disponível,"R$ 34.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/crossfox-1-6/10-11/1082091,Trock Car Veículos,"Av. Marcelino Pires, 4660 - Vila Industrial - Dourados / MS"
152,Focus Sedan 2.0 16v A/T,13/13,Preta,Flex,96.560 Km,"R$ 34.900,00",https://www.shopcar.com.br/veiculos/ford/focus-sedan-2-0-16v/13-13/1088753,Pizino Motors,"Joaquim Murtinho, 1621 - Itanhangá - Campo Grande / MS"
153,Gol 1.6 4p.,14/14,Prata,Flex,131.000 Km,"R$ 34.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-6-4p/14-14/1067108,Império Veículos,"Av. Bandeirantes, 2689 - Vila Bandeirante - Campo Grande / MS"
154,New Beetle 2.0,08/09,Amarela,Gasolina,76.000 Km,"R$ 34.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/new-beetle-2-0/08-09/1083881,Alex Jose Vieira da Silva,Rio Brilhante - MS
155,208 Allure 1.5,13/14,Azul,Flex,111.850 Km,"R$ 34.990,00",https://www.shopcar.com.br/veiculos/peugeot/208-allure-1-5/13-14/1086259,Só Like Motors,"Av. Mascarenhas de Moraes, 1826 - Sala 01 - Monte Castelo - Campo Grande / MS"
156,Palio Attractive 1.0 4p.,16/16,Prata,Flex,Não disponível,"R$ 34.990,00",https://www.shopcar.com.br/veiculos/fiat/palio-attractive-1-0-4p/16-16/1078228,CR Motors,"Rua Joaquim Murtinho, 1872 - Itanhangá Park - Campo Grande / MS"
157,Fox Rock in Rio 1.6 4p.,13/14,Branca,Flex,64.000 Km,"R$ 35.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/fox-rock-in-rio-1-6-4p/13-14/1088702,João Marcos Franco,Campo Grande - MS
158,Saveiro Super Surf 1.8,06/07,Prata,Flex,56.000 Km,"R$ 35.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/saveiro-super-surf-1-8/06-07/1089029,Genaldo Carvalho de Oliveira,Corumbá - MS
159,Strada Working 1.4 C.S.,14/15,Branca,Flex,91.000 Km,"R$ 35.000,00",https://www.shopcar.com.br/veiculos/fiat/strada-working-1-4-c-s/14-15/1089651,Dwash Car,"Rua 14 de Julho, 624 - Vila Glória - Campo Grande / MS"
160,Zafira Elite 2.0 A/T,10/11,Prata,Gasolina,131.000 Km,"R$ 35.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/zafira-elite-2-0/10-11/1088907,Douglas Malvar Ribas,Campo Grande - MS
161,Grand Siena Essence 1.6 16v,13/13,Branca/Marrom,Flex,108.000 Km,"R$ 35.490,00",https://www.shopcar.com.br/veiculos/fiat/grand-siena-essence-1-6-16v/13-13/1086471,Auto Padrão Veículos ,"Rua Cuiabá, 1727 - Centro - Dourados / MS"
162,Fiesta Hatch S 1.5 16v,14/15,Branca,Flex,103.000 Km,"R$ 35.500,00",https://www.shopcar.com.br/veiculos/ford/fiesta-hatch-s-1-5-16v/14-15/1079576,João Victor,Campo Grande - MS
163,Fit EXL 1.5 16v A/T,10/10,Prata,Flex,92.500 Km,"R$ 35.500,00",https://www.shopcar.com.br/veiculos/honda/fit-exl-1-5-16v/10-10/1086720,Bruno Ramos Alves da Silva,Campo Grande - MS
164,Ka SE 1.0 12v,15/15,Preta,Flex,68.000 Km,"R$ 35.500,00",https://www.shopcar.com.br/veiculos/ford/ka-se-1-0-12v/15-15/1085882,Art Motors,"Av. Bandeirantes, 242 - Amambaí - Campo Grande / MS"
165,Uno Attractive 1.0 4p.,17/17,Preta,Flex,58.000 Km,"R$ 35.500,00",https://www.shopcar.com.br/veiculos/fiat/uno-attractive-1-0-4p/17-17/1084455,Rodolfo Bastos,Água Clara - MS
166,C3 Hatch Tendance 1.5,14/15,Cinza,Flex,66.000 Km,"R$ 35.800,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-tendance-1-5/14-15/1065050,Speed Veículos,"Rua Brilhante, 2334 - Centro - Campo Grande / MS"
167,Fusion SEL 2.5 16v A/T,10/10,Preta,Gasolina,123.000 Km,"R$ 35.900,00",https://www.shopcar.com.br/veiculos/ford/fusion-sel-2-5-16v/10-10/1088358,New Car Multimarcas,"Rua do Rosário, 259 - Vila Gomes - Campo Grande / MS"
168,March S 1.0 12v,18/18,Preta,Flex,74.000 Km,"R$ 35.990,00",https://www.shopcar.com.br/veiculos/nissan/march-s-1-0-12v/18-18/1066789,CR Motors,"Rua Joaquim Murtinho, 1872 - Itanhangá Park - Campo Grande / MS"
169,Palio Attractive 1.0 4p.,16/17,Vermelha,Flex,59.000 Km,"R$ 35.990,00",https://www.shopcar.com.br/veiculos/fiat/palio-attractive-1-0-4p/16-17/1079937,Vimar Autocar,"Rua Antonio Alves Arantes, 146 - Chácara Cachoeira - Campo Grande / MS"
170,Ka SE 1.0 12v,15/15,Branca,Flex,99.000 Km,"R$ 36.000,00",https://www.shopcar.com.br/veiculos/ford/ka-se-1-0-12v/15-15/1014254,Lolo Veículos,"Rodovia MS 156, 2595 - Chácara Sidelis - Dourados / MS"
171,City DX 1.5 16v,11/11,Cinza,Flex,116.300 Km,"R$ 36.900,00",https://www.shopcar.com.br/veiculos/honda/city-dx-1-5-16v/11-11/1074445,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS"
172,Cobalt LT 1.8 A/T,12/13,Preta,Flex,Não disponível,"R$ 36.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/cobalt-lt-1-8/12-13/1089580,Bandi Car Veículos,"Av. Bandeirantes, 1878 - Taquarussu - Campo Grande / MS"
173,Golf Sportline 1.6,09/10,Preta,Flex,145.600 Km,"R$ 36.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/golf-sportline-1-6/09-10/1084662,MS Multimarcas," Av. Cel. Antonino, 1505 - Cel. Antonino - Campo Grande / MS"
174,Ka SE 1.0 12v,16/16,Preta,Flex,100.000 Km,"R$ 36.900,00",https://www.shopcar.com.br/veiculos/ford/ka-se-1-0-12v/16-16/1073287,Ustulin Multimarcas," Av. Pres. Ernesto Geisel, 5633 - Cabreúva - Campo Grande / MS"
175,Ka Sedan SE 1.5 16v,14/15,Prata,Flex,Não disponível,"R$ 36.900,00",https://www.shopcar.com.br/veiculos/ford/ka-sedan-se-1-5-16v/14-15/1082154,Montana Veículos,"Rua José Antonio, 114 - Vila Rosa Pires - Campo Grande / MS"
176,Kwid Zen 1.0 12v,18/18,Prata,Flex,107.027 Km,"R$ 36.900,00",https://www.shopcar.com.br/veiculos/renault/kwid-zen-1-0-12v/18-18/1089873,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS"
177,Onix LT 1.0,14/14,Preta,Flex,83.100 Km,"R$ 36.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/onix-lt-1-0/14-14/1081427,Pizino Motors,"Joaquim Murtinho, 1621 - Itanhangá - Campo Grande / MS"
178,Sandero Expression 1.0 12v,16/17,Branca,Flex,58.000 Km,"R$ 36.900,00",https://www.shopcar.com.br/veiculos/renault/sandero-expression-1-0-12v/16-17/1086344,MS Multimarcas," Av. Cel. Antonino, 1505 - Cel. Antonino - Campo Grande / MS"
179,Civic LXS 1.8 16v A/T,08/08,Prata,Flex,Não disponível,"R$ 36.990,00",https://www.shopcar.com.br/veiculos/honda/civic-lxs-1-8-16v/08-08/1089332,Sua Oferta Veículos,"Rua Alegrete, 1203 - Coronel Antonino - Campo Grande / MS"
180,Grand Siena Essence 1.6 16v Dualogic A/T,14/15,Bege,Flex,88.990 Km,"R$ 36.990,00",https://www.shopcar.com.br/veiculos/fiat/grand-siena-essence-1-6-16v-dualogic/14-15/1082916,Pelegrinelli Veículos,"Av. Rachid Neder, 696 - Monte Castelo - Campo Grande / MS"
181,HB20 Comfort Plus 1.0 12v,14/14,Branca,Flex,80.500 Km,"R$ 36.990,00",https://www.shopcar.com.br/veiculos/hyundai/hb20-comfort-plus-1-0-12v/14-14/1084797,Teca Automóveis,"Rua 13 de Maio, 3843 - Centro - Campo Grande / MS"
182,March SL 1.6 16v,14/15,Preta,Flex,84.592 Km,"R$ 36.990,00",https://www.shopcar.com.br/veiculos/nissan/march-sl-1-6-16v/14-15/1078070,Teca Automóveis,"Rua 13 de Maio, 3843 - Centro - Campo Grande / MS"
183,Corolla XLi 1.8 16v,08/09,Cinza,Flex,Não disponível,"R$ 37.000,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xli-1-8-16v/08-09/1042486,M.G.R. Veículos,"Av. Afonso Pena, 3865 - Centro - Campo Grande / MS"
184,Parati Surf 1.8,95/95,Azul,Gasolina,71.629 Km,"R$ 37.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/parati-surf-1-8/95-95/1090105,BS Automóveis,"Rua Paraisópolis, 345 - Vila Santo Eugênio - Campo Grande / MS"
185,AirCross Tendance 1.6 16v,14/15,Branca,Flex,79.100 Km,"R$ 37.500,00",https://www.shopcar.com.br/veiculos/citro-n/aircross-tendance-1-6-16v/14-15/1083288,BMZ Negócios,"Rua Antônio Viêira, 429 - Bela Vista - Campo Grande / MS"
186,HB20 Comfort 1.0 12v,14/14,Prata,Flex,88.000 Km,"R$ 37.500,00",https://www.shopcar.com.br/veiculos/hyundai/hb20-comfort-1-0-12v/14-14/1080092,Elizete de Jesus Nantes da Cunha ,Campo Grande - MS
187,Palio Weekend Adventure 1.8 16v Dualogic A/T,13/13,Verde,Flex,Não disponível,"R$ 37.500,00",https://www.shopcar.com.br/veiculos/fiat/palio-weekend-adventure-1-8-16v-dualogic/13-13/1072559,Trock Car Veículos,"Av. Marcelino Pires, 4660 - Vila Industrial - Dourados / MS"
188,Cobalt LT 1.8 A/T,13/14,Preta,Flex,84.417 Km,"R$ 37.590,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/cobalt-lt-1-8/13-14/1087735,Autovel Seminovos,"Rua Clineu da Costa Morães, 63 - Jardim Leblon - Campo Grande / MS"
189,Uno Attractive 1.0 4p.,16/17,Preta,Flex,62.331 Km,"R$ 37.890,00",https://www.shopcar.com.br/veiculos/fiat/uno-attractive-1-0-4p/16-17/1086214,Autovel Seminovos,"Rua Clineu da Costa Morães, 63 - Jardim Leblon - Campo Grande / MS"
190,Etios Hatch X 1.3 16v,16/17,Branca,Flex,Não disponível,"R$ 37.900,00",https://www.shopcar.com.br/veiculos/toyota/etios-hatch-x-1-3-16v/16-17/1081560,Seicar Veículos,"Av. Bandeirantes, 2878 - Nova Bandeirantes - Campo Grande / MS"
191,Fiesta Hatch SE 1.5 16v,13/14,Vermelha,Flex,64.600 Km,"R$ 37.900,00",https://www.shopcar.com.br/veiculos/ford/fiesta-hatch-se-1-5-16v/13-14/1059671,Crescente Veículos,"Av. Bandeirantes, 2817 - Nova Bandeirante - Campo Grande / MS"
192,Gol Trendline 1.0 4p.,17/18,Preta,Flex,51.000 Km,"R$ 37.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-trendline-1-0-4p/17-18/1088692,New Car Multimarcas,"Rua do Rosário, 259 - Vila Gomes - Campo Grande / MS"
193,Idea Adventure 1.8 16v A/T,14/14,Prata,Flex,Não disponível,"R$ 37.900,00",https://www.shopcar.com.br/veiculos/fiat/idea-adventure-1-8-16v/14-14/1085565,Pizino Motors,"Joaquim Murtinho, 1621 - Itanhangá - Campo Grande / MS"
194,Montana LS 1.4,15/15,Branca,Flex,Não disponível,"R$ 37.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/montana-ls-1-4/15-15/1082949,Auto Padrão Veículos ,"Rua Cuiabá, 1727 - Centro - Dourados / MS"
195,Doblo Essence 1.8 16v,13/13,Prata,Flex,170.000 Km,"R$ 38.500,00",https://www.shopcar.com.br/veiculos/fiat/doblo-essence-1-8-16v/13-13/1087053,Prime Veículos,"Av. Pres. Ernesto Geisel, 5721 - Cabreúva - Campo Grande / MS"
196,Gol Trendline 1.0 12v 4p.,17/17,Branca,Flex,68.000 Km,"R$ 38.500,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-trendline-1-0-12v-4p/17-17/1076112,Ustulin Multimarcas," Av. Pres. Ernesto Geisel, 5633 - Cabreúva - Campo Grande / MS"
197,Ka SE 1.0 12v,16/16,Branca,Flex,95.400 Km,"R$ 38.500,00",https://www.shopcar.com.br/veiculos/ford/ka-se-1-0-12v/16-16/1086717,Bandi Car Veículos,"Av. Bandeirantes, 1878 - Taquarussu - Campo Grande / MS"
198,Azera GLS 3.0 V6 24v A/T,10/11,Prata,Gasolina,146.000 Km,"R$ 38.900,00",https://www.shopcar.com.br/veiculos/hyundai/azera-gls-3-0-v6-24v/10-11/1068697,Finauto Veículos,"Rua Antonio de Souza Marcondes, 2800 - Centro - Maracaju / MS"
199,Civic LXL 1.8 16v,10/10,Preta,Flex,Não disponível,"R$ 38.900,00",https://www.shopcar.com.br/veiculos/honda/civic-lxl-1-8-16v/10-10/1082457,Ustulin Multimarcas," Av. Pres. Ernesto Geisel, 5633 - Cabreúva - Campo Grande / MS"
200,Fox Trend 1.6 4p.,14/14,Branca,Flex,47.000 Km,"R$ 38.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/fox-trend-1-6-4p/14-14/1084579,Stock Car ,"Av. Weimar Gonçalves Torres, 4795 - Centro - Dourados / MS"
201,S10 Advantage 2.4 C.D.,09/09,Azul,Flex,Não disponível,"R$ 38.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-advantage-2-4-c-d/09-09/1073467,New Car Multimarcas,"Rua do Rosário, 259 - Vila Gomes - Campo Grande / MS"
202,S10 Advantage 2.4 C.D.,05/06,Preta,Gasolina,174.000 Km,"R$ 38.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-advantage-2-4-c-d/05-06/1089563,Domenico Motors,"Av. Rodolfo José Pinho, 539 - Jardim São Bento - Campo Grande / MS"
203,Mobi Drive 1.0,17/18,Prata,Flex,64.450 Km,"R$ 38.990,00",https://www.shopcar.com.br/veiculos/fiat/mobi-drive-1-0/17-18/1086883,Teca Automóveis,"Rua 13 de Maio, 3843 - Centro - Campo Grande / MS"
204,Palio Sporting 1.6 16v Dualogic 4p. A/T,14/14,Vermelha,Flex,76.650 Km,"R$ 38.990,00",https://www.shopcar.com.br/veiculos/fiat/palio-sporting-1-6-16v-dualogic-4p/14-14/1082563,Automóbile Multimarcas,"Av. Ricardo Brandão, 646 - Itanhangá Park - Campo Grande / MS"
205,Focus Hatch S 1.6 16v Powershift A/T,13/14,Prata,Flex,58.000 Km,"R$ 39.000,00",https://www.shopcar.com.br/veiculos/ford/focus-hatch-s-1-6-16v-powershift/13-14/1042624,Valdecir Pereira da Silva,Campo Grande - MS
206,Pajero Sport HPE 3.5 V6 24v 4x4 A/T,07/07,Prata,Gasolina,134.762 Km,"R$ 39.000,00",https://www.shopcar.com.br/veiculos/mitsubishi/pajero-sport-hpe-3-5-v6-24v-4x4/07-07/1082767,Bertrand Russell Acosta da Silva,Naviraí - MS
207,S10 Advantage 2.4 C.D.,08/08,Prata,Flex,219.000 Km,"R$ 39.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-advantage-2-4-c-d/08-08/1089524,Nelson Lemos Gusmão Junior,Ponta Porã - MS
208,Gol Trendline 1.6 4p.,17/18,Branca,Flex,Não disponível,"R$ 39.200,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-trendline-1-6-4p/17-18/1027643,Elite Veículos,"Av. Ernesto Geisel, 5990 - Centro - Campo Grande / MS"
209,Fit LX 1.4 16v A/T,12/13,Branca,Flex,87.912 Km,"R$ 39.500,00",https://www.shopcar.com.br/veiculos/honda/fit-lx-1-4-16v/12-13/1086732,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS"
